id,Country,Year,DiseaseName,DiseaseCategory,PrevalenceRate,IncidenceRate,MortalityRate,AgeGroup,Gender,PopulationAffected,HealthcareAccess,DoctorsPer1000,HospitalBedsPer1000,TreatmentType,AverageTreatmentCost,AvailabilityOfVaccinesTreatment,RecoveryRate,DALYs,ImprovementIn5Years,PerCapitaIncome,EducationIndex,UrbanizationRate
77178,Nigeria,2007,Hepatitis,Bacterial,3.77,2.48,2.6,61+,Male,112704,57.91,2.9,1.69,Vaccination,17395.0,No,76.42,4621.0,5.75,84175.0,0.88,71.82
77180,Turkey,2004,Tuberculosis,Chronic,6.78,8.02,2.09,61+,Female,270158,65.28,5.0,6.07,Therapy,23436.0,No,85.07,2036.0,1.94,76509.0,0.77,76.81
77181,Turkey,2002,Rabies,Bacterial,17.69,6.35,5.8,36-60,Female,629765,91.25,2.38,8.7,Surgery,39656.0,Yes,53.4,3242.0,7.49,46050.0,0.66,50.96
77185,Turkey,2006,Diabetes,Bacterial,2.52,3.77,2.76,61+,Female,376075,90.05,1.34,4.76,Medication,31703.0,No,69.25,2047.0,5.35,83601.0,0.87,76.46
77187,UK,2007,Leprosy,Autoimmune,6.06,4.43,2.24,0-18,Female,75502,68.3,3.99,2.18,Therapy,26946.0,Yes,86.84,3977.0,0.05,15393.0,0.82,74.11
77189,Turkey,2001,HIV/AIDS,Infectious,9.56,13.63,0.95,61+,Other,404856,60.49,4.92,0.75,Medication,10836.0,No,89.1,1921.0,6.63,4107.0,0.87,70.22
77191,Nigeria,2024,Ebola,Cardiovascular,14.34,3.09,1.55,19-35,Female,249709,98.92,2.78,8.0,Vaccination,287.0,Yes,98.96,4561.0,9.02,57374.0,0.52,54.21
77195,Nigeria,2010,Dengue,Metabolic,9.04,6.13,0.35,19-35,Male,817764,81.88,1.91,4.68,Vaccination,35203.0,No,80.93,75.0,6.58,56068.0,0.69,42.33
77202,Russia,2020,Cholera,Viral,7.3,6.51,7.41,0-18,Male,855687,81.95,3.62,9.6,Vaccination,4795.0,Yes,85.62,296.0,0.07,27489.0,0.71,59.87
77203,Australia,2003,Hypertension,Autoimmune,5.19,1.53,4.23,0-18,Other,216077,88.96,3.22,6.42,Vaccination,312.0,No,62.66,1014.0,1.84,84492.0,0.55,62.09
77210,Indonesia,2020,Asthma,Viral,17.77,1.48,2.57,36-60,Other,603376,85.94,2.99,4.55,Medication,5719.0,Yes,77.94,1563.0,7.38,8259.0,0.66,61.7
77211,Brazil,2003,Influenza,Parasitic,13.77,12.12,0.81,0-18,Female,762043,69.14,1.41,9.75,Surgery,43678.0,No,60.73,1947.0,8.66,21719.0,0.72,44.52
77215,Japan,2005,Cancer,Autoimmune,19.61,1.88,7.54,61+,Female,729163,62.14,3.19,6.84,Therapy,37974.0,Yes,74.41,2829.0,5.36,51219.0,0.89,79.49
77218,Mexico,2005,Leprosy,Autoimmune,1.17,4.34,7.28,36-60,Male,610359,58.6,2.75,6.94,Medication,26465.0,No,92.92,231.0,3.75,94224.0,0.66,56.38
77222,South Africa,2006,Hepatitis,Metabolic,17.5,8.79,4.81,61+,Female,454942,90.35,2.21,3.49,Surgery,42394.0,Yes,92.11,3962.0,4.81,98423.0,0.5,20.83
77233,UK,2008,Malaria,Autoimmune,9.44,5.28,9.8,36-60,Male,69954,65.93,2.47,1.34,Therapy,46192.0,No,83.14,4225.0,5.83,90724.0,0.73,66.26
77235,Japan,2017,Malaria,Bacterial,15.8,6.39,2.12,19-35,Female,2146,69.9,0.81,7.32,Vaccination,35552.0,No,58.54,958.0,5.15,75539.0,0.48,27.71
77240,Argentina,2016,Influenza,Viral,12.98,8.63,9.82,61+,Female,951364,86.5,1.96,5.42,Therapy,111.0,Yes,76.93,4230.0,2.89,84239.0,0.71,28.96
77241,Saudi Arabia,2017,Measles,Neurological,0.77,8.08,1.17,61+,Male,949631,82.96,1.72,9.06,Surgery,48797.0,Yes,96.8,1769.0,7.69,32182.0,0.62,84.73
77243,Turkey,2001,Parkinson's Disease,Cardiovascular,8.69,4.52,5.1,19-35,Female,882677,99.11,2.3,2.47,Vaccination,29296.0,Yes,87.56,2850.0,0.5,12358.0,0.49,56.69
77247,China,2001,Diabetes,Cardiovascular,8.55,7.81,5.78,0-18,Other,727690,96.08,4.69,7.57,Medication,37837.0,No,59.77,1640.0,5.4,49417.0,0.44,46.67
77250,USA,2016,Zika,Metabolic,4.23,7.5,1.02,36-60,Female,557719,86.11,3.04,6.52,Therapy,26421.0,Yes,74.34,1641.0,9.04,28143.0,0.78,85.25
77255,USA,2008,Diabetes,Cardiovascular,18.49,10.83,6.21,19-35,Female,725670,87.99,4.46,1.19,Therapy,44518.0,Yes,52.01,909.0,9.6,99917.0,0.6,21.57
77258,UK,2002,Rabies,Bacterial,15.37,5.75,3.33,61+,Female,415938,83.98,1.55,0.58,Medication,15349.0,Yes,58.17,2545.0,8.36,84060.0,0.9,44.27
77261,Argentina,2000,Tuberculosis,Infectious,8.76,4.9,8.0,0-18,Other,654648,69.65,1.08,5.31,Surgery,30439.0,Yes,53.97,467.0,9.65,84513.0,0.88,30.51
77262,Japan,2010,Malaria,Bacterial,15.0,13.23,7.37,61+,Male,655346,81.49,0.62,9.04,Therapy,6694.0,Yes,94.02,3202.0,8.59,48787.0,0.74,68.59
77263,South Africa,2022,Polio,Chronic,16.74,7.1,9.82,0-18,Male,879909,67.95,2.76,5.6,Surgery,35652.0,Yes,68.61,2169.0,6.72,73231.0,0.49,87.86
77274,China,2021,Influenza,Parasitic,16.47,0.38,4.66,19-35,Other,733120,50.93,4.8,7.46,Vaccination,16309.0,Yes,51.82,3046.0,5.04,51480.0,0.45,84.29
77288,South Korea,2010,Polio,Viral,2.51,4.23,3.31,61+,Female,168067,63.57,4.95,6.46,Therapy,34792.0,Yes,75.51,1939.0,0.29,45548.0,0.88,55.83
77289,Brazil,2001,Influenza,Neurological,3.11,2.71,7.6,0-18,Other,391940,82.87,3.64,4.09,Medication,44030.0,No,96.07,4741.0,8.56,37674.0,0.5,34.01
77300,Australia,2001,Cholera,Bacterial,3.39,11.29,6.76,0-18,Other,297704,62.19,0.52,1.96,Medication,6465.0,Yes,56.37,1749.0,3.33,21522.0,0.61,81.12
77311,Brazil,2016,Parkinson's Disease,Neurological,5.6,7.92,1.21,61+,Male,183495,51.72,3.68,8.18,Vaccination,23942.0,No,81.23,3270.0,8.51,25418.0,0.53,76.42
77315,Nigeria,2012,Cancer,Metabolic,6.51,2.63,0.63,36-60,Female,508325,77.7,1.97,3.98,Medication,3420.0,Yes,98.46,2607.0,8.93,70745.0,0.62,36.78
77317,France,2001,Polio,Respiratory,2.75,10.17,3.36,61+,Female,155783,97.71,2.65,2.25,Medication,49931.0,No,72.35,4420.0,9.46,77926.0,0.59,22.7
77319,Turkey,2015,Asthma,Chronic,7.33,9.07,8.86,36-60,Other,655803,96.51,2.46,9.74,Therapy,25115.0,No,90.07,1160.0,2.65,1898.0,0.72,68.27
77320,UK,2019,Influenza,Genetic,14.09,3.74,3.72,36-60,Other,991306,89.71,3.93,1.64,Surgery,13453.0,No,73.99,4507.0,6.09,94571.0,0.72,77.48
77327,Japan,2005,Influenza,Bacterial,6.37,1.49,6.36,61+,Male,966041,67.12,3.08,3.5,Vaccination,47684.0,No,58.44,71.0,1.37,64872.0,0.54,76.18
77328,Brazil,2016,Diabetes,Chronic,17.31,5.93,1.57,19-35,Male,789462,99.74,4.97,7.67,Vaccination,17773.0,Yes,51.69,3548.0,0.17,51625.0,0.71,76.05
77332,Canada,2004,Influenza,Autoimmune,17.08,11.46,2.7,36-60,Other,740425,68.64,1.98,8.59,Therapy,17509.0,Yes,85.92,3871.0,8.07,16463.0,0.62,42.32
77339,Turkey,2017,Cancer,Infectious,15.12,2.27,7.4,61+,Other,375756,51.12,4.54,3.04,Therapy,1946.0,Yes,64.5,2669.0,3.0,29013.0,0.59,38.42
77349,South Africa,2006,Tuberculosis,Autoimmune,4.89,5.93,5.67,0-18,Other,340495,77.67,3.72,9.78,Therapy,18323.0,No,66.36,1272.0,5.52,11637.0,0.54,44.8
77352,Russia,2006,Parkinson's Disease,Chronic,9.12,1.83,8.16,19-35,Female,312178,89.18,4.91,5.42,Surgery,28858.0,No,75.69,3143.0,6.89,88836.0,0.61,29.76
77356,USA,2011,Cholera,Metabolic,3.1,6.99,0.6,19-35,Female,159971,81.6,1.38,1.02,Medication,26895.0,No,63.34,2326.0,7.5,99754.0,0.74,57.68
77357,Argentina,2005,Hypertension,Genetic,13.8,14.01,4.52,36-60,Male,978489,80.36,1.12,2.91,Vaccination,30662.0,Yes,91.32,4008.0,3.35,6636.0,0.59,38.4
77358,Germany,2024,Zika,Parasitic,12.18,7.17,7.64,36-60,Male,187855,87.71,4.54,5.54,Surgery,32890.0,Yes,93.14,2218.0,4.63,92447.0,0.46,64.71
77359,Argentina,2003,Parkinson's Disease,Genetic,4.4,13.87,8.55,0-18,Female,561708,88.95,4.61,8.22,Therapy,43579.0,No,60.9,1771.0,1.12,66620.0,0.8,41.31
77360,India,2017,Cholera,Chronic,12.91,14.17,3.31,36-60,Female,629827,53.12,4.51,4.14,Therapy,16657.0,Yes,83.32,4376.0,1.66,83537.0,0.5,77.71
77366,USA,2017,Dengue,Respiratory,4.86,9.54,3.9,36-60,Other,132826,59.6,1.51,5.94,Therapy,4197.0,Yes,88.9,4052.0,7.07,71974.0,0.57,87.73
77368,Turkey,2009,Cholera,Neurological,0.73,14.54,4.38,36-60,Other,821893,80.72,4.11,6.69,Medication,18169.0,No,51.81,4502.0,7.04,52926.0,0.74,51.59
77378,Italy,2019,Polio,Chronic,0.23,8.43,0.68,61+,Female,548086,54.1,4.21,7.38,Surgery,48356.0,No,86.17,178.0,0.91,84420.0,0.6,64.48
77380,Italy,2012,Malaria,Bacterial,15.41,1.55,2.33,0-18,Female,835582,51.31,3.89,5.39,Vaccination,47475.0,No,87.73,2539.0,4.85,29286.0,0.78,24.71
77391,Nigeria,2024,Hepatitis,Bacterial,6.96,8.84,0.77,36-60,Male,503729,62.9,4.74,7.4,Surgery,38391.0,Yes,73.9,2968.0,4.18,5144.0,0.8,46.29
77397,Turkey,2018,Hypertension,Autoimmune,14.8,10.16,2.0,36-60,Other,593298,85.24,2.14,4.42,Therapy,41453.0,Yes,89.12,2963.0,5.55,77894.0,0.57,57.35
77411,Nigeria,2016,Hepatitis,Chronic,19.24,3.55,8.92,61+,Male,127963,76.78,3.38,2.2,Surgery,48693.0,Yes,93.74,3076.0,0.35,44815.0,0.75,32.74
77413,Nigeria,2009,Hypertension,Autoimmune,0.2,10.07,5.89,36-60,Female,469431,79.43,4.3,2.32,Vaccination,48321.0,Yes,93.79,2886.0,6.93,35969.0,0.44,75.77
77417,Canada,2008,Hypertension,Cardiovascular,14.86,8.99,1.4,0-18,Female,675017,87.22,2.05,5.03,Medication,29771.0,Yes,78.06,3320.0,5.22,35604.0,0.46,24.19
77425,Indonesia,2016,Parkinson's Disease,Metabolic,2.88,13.55,2.89,19-35,Other,112673,72.96,4.81,1.68,Vaccination,44407.0,No,72.68,1976.0,2.27,85682.0,0.64,63.68
77427,USA,2020,Measles,Viral,3.28,14.62,6.19,19-35,Other,716971,70.16,3.0,8.02,Surgery,30166.0,Yes,79.31,4024.0,6.91,87050.0,0.4,85.99
77436,South Korea,2019,Malaria,Metabolic,1.37,0.85,9.58,0-18,Female,454497,54.99,4.88,1.66,Surgery,40487.0,Yes,52.17,1057.0,0.08,95084.0,0.49,65.51
77442,Italy,2010,HIV/AIDS,Metabolic,5.28,9.44,6.96,19-35,Male,963347,70.12,4.16,7.44,Medication,14043.0,Yes,72.33,836.0,5.34,83436.0,0.56,36.78
77444,Indonesia,2005,Cholera,Neurological,9.12,8.0,6.71,0-18,Female,70838,68.28,4.31,3.46,Therapy,23338.0,No,61.89,282.0,4.87,21923.0,0.69,70.46
77456,Mexico,2017,Asthma,Infectious,10.37,1.17,4.8,19-35,Other,394774,60.83,1.19,0.65,Therapy,32605.0,Yes,89.65,3323.0,3.45,31243.0,0.9,50.75
77461,USA,2021,Zika,Viral,2.56,0.11,8.34,0-18,Other,303689,60.81,4.12,5.65,Medication,31141.0,Yes,87.92,1476.0,9.57,63588.0,0.61,43.18
77483,Argentina,2013,Parkinson's Disease,Cardiovascular,6.29,10.38,0.8,19-35,Male,737035,88.01,1.92,9.32,Therapy,46797.0,Yes,64.6,2413.0,8.98,29459.0,0.53,61.06
77489,USA,2010,Ebola,Infectious,13.29,14.65,6.9,36-60,Male,913280,77.39,4.12,5.85,Vaccination,2566.0,No,60.6,3303.0,5.94,26891.0,0.85,44.56
77491,Germany,2021,Leprosy,Autoimmune,9.93,5.91,0.22,36-60,Other,782825,85.33,4.89,5.23,Therapy,49463.0,Yes,52.66,2748.0,6.82,62979.0,0.71,29.74
77494,India,2011,Ebola,Bacterial,8.49,14.64,5.72,0-18,Male,863690,75.38,1.16,3.39,Vaccination,13429.0,No,70.82,3898.0,0.48,99914.0,0.87,58.31
77496,Indonesia,2011,COVID-19,Bacterial,3.46,6.58,6.16,19-35,Male,452114,61.13,3.5,5.94,Therapy,29743.0,No,78.61,87.0,8.26,75752.0,0.55,35.09
77501,Brazil,2016,Ebola,Infectious,4.53,6.23,6.35,0-18,Other,94388,52.19,4.61,8.18,Therapy,2205.0,No,73.09,4061.0,9.68,76344.0,0.65,75.29
77506,India,2007,Hypertension,Bacterial,2.79,13.46,1.84,0-18,Other,697926,63.74,3.85,1.65,Medication,1582.0,Yes,78.92,878.0,4.73,69751.0,0.8,77.59
77520,Indonesia,2022,Malaria,Respiratory,1.23,2.31,1.32,61+,Male,388547,97.7,1.29,0.53,Therapy,30637.0,No,89.24,681.0,1.31,68702.0,0.82,31.25
77521,Turkey,2024,Influenza,Bacterial,15.94,6.32,9.01,61+,Male,861476,60.73,3.17,2.33,Therapy,23011.0,No,50.8,397.0,6.87,27585.0,0.5,65.84
77526,France,2008,Malaria,Bacterial,17.98,5.34,3.69,19-35,Female,331864,75.87,2.66,2.93,Vaccination,9314.0,Yes,54.2,1153.0,8.74,99339.0,0.59,35.98
77532,Canada,2017,Diabetes,Autoimmune,15.19,8.8,9.86,19-35,Other,468361,62.52,1.09,3.56,Medication,27905.0,Yes,79.3,3434.0,9.99,68567.0,0.44,84.55
77538,China,2005,Dengue,Parasitic,16.61,13.0,1.71,19-35,Other,737684,86.53,1.87,1.96,Vaccination,40410.0,No,70.29,3556.0,9.16,68503.0,0.42,78.35
77549,India,2018,Dengue,Autoimmune,18.01,1.19,3.52,36-60,Other,882461,85.25,1.54,9.24,Therapy,8312.0,Yes,71.38,2411.0,9.01,41669.0,0.74,44.68
77552,India,2019,Alzheimer's Disease,Viral,4.14,11.28,1.57,61+,Other,630025,63.09,2.22,5.59,Therapy,37184.0,No,93.43,3560.0,3.19,79070.0,0.88,42.5
77553,UK,2005,Hepatitis,Parasitic,9.61,9.3,1.97,19-35,Male,296774,72.74,0.94,0.57,Surgery,39455.0,No,60.27,1695.0,0.46,2689.0,0.82,55.84
77554,France,2020,Measles,Genetic,14.57,14.52,6.46,0-18,Female,615835,57.83,2.46,5.0,Therapy,33452.0,Yes,96.95,3449.0,2.84,31048.0,0.9,72.33
77555,Brazil,2006,Tuberculosis,Respiratory,14.5,4.38,6.99,36-60,Male,537663,53.45,1.9,9.29,Medication,13349.0,Yes,56.62,3022.0,6.12,29227.0,0.85,44.4
77556,France,2007,Polio,Autoimmune,6.97,1.78,5.88,61+,Other,919194,74.98,3.66,3.33,Vaccination,44430.0,No,64.85,3943.0,9.33,88113.0,0.59,64.93
77560,Russia,2018,HIV/AIDS,Viral,2.32,3.86,0.43,0-18,Female,948607,92.89,1.71,7.39,Surgery,6927.0,No,97.09,3196.0,1.33,25512.0,0.71,45.9
77563,South Korea,2011,Measles,Chronic,14.6,1.91,8.49,36-60,Male,775363,96.13,3.96,4.55,Medication,15889.0,Yes,68.31,4550.0,4.42,94980.0,0.8,65.62
77572,Argentina,2004,Diabetes,Respiratory,10.3,13.09,5.36,61+,Male,890258,54.19,1.59,3.83,Medication,44729.0,No,79.52,1243.0,1.31,54326.0,0.72,26.62
77574,Russia,2015,HIV/AIDS,Respiratory,8.29,7.01,1.23,36-60,Male,328396,67.2,4.56,9.93,Medication,45447.0,Yes,65.73,455.0,4.09,89896.0,0.88,24.12
77582,Russia,2009,Ebola,Viral,11.42,5.68,6.19,36-60,Male,326996,60.45,3.77,3.78,Therapy,9026.0,No,54.56,1594.0,2.45,34994.0,0.5,63.36
77592,South Korea,2002,HIV/AIDS,Cardiovascular,14.66,5.14,6.23,0-18,Other,701749,90.1,4.43,3.11,Medication,32524.0,Yes,84.41,2865.0,4.7,60933.0,0.87,37.67
77597,Nigeria,2008,Hypertension,Bacterial,12.39,14.72,3.6,36-60,Male,881705,62.35,3.82,2.37,Vaccination,29966.0,Yes,83.8,3127.0,6.84,52834.0,0.76,77.5
77607,Germany,2001,Dengue,Neurological,12.13,14.22,2.47,0-18,Female,20454,86.39,4.04,3.34,Medication,49082.0,No,65.44,1248.0,2.74,69299.0,0.62,79.64
77618,Mexico,2015,Alzheimer's Disease,Chronic,3.54,9.48,4.3,19-35,Female,116918,64.58,2.06,9.36,Medication,28039.0,Yes,71.0,1175.0,2.44,74448.0,0.54,58.24
77621,China,2005,COVID-19,Autoimmune,16.4,12.44,6.69,19-35,Female,782115,62.68,1.92,1.53,Surgery,23256.0,No,82.68,321.0,2.16,37719.0,0.58,70.49
77628,Indonesia,2020,HIV/AIDS,Infectious,18.76,1.45,1.35,36-60,Male,773023,74.2,1.39,5.41,Medication,30304.0,Yes,74.58,1449.0,9.56,60694.0,0.75,87.11
77642,Turkey,2020,Malaria,Infectious,5.19,14.47,2.39,0-18,Other,56319,60.87,2.55,1.43,Vaccination,32425.0,Yes,69.55,4696.0,5.09,34877.0,0.56,48.8
77664,South Korea,2022,Leprosy,Cardiovascular,6.82,12.0,7.71,0-18,Other,633702,89.84,4.23,9.89,Therapy,47114.0,No,79.73,966.0,9.43,97274.0,0.61,84.82
77668,Mexico,2013,Rabies,Infectious,17.14,8.11,3.93,36-60,Other,155915,84.57,2.06,3.0,Surgery,47913.0,No,89.64,2579.0,8.66,835.0,0.68,39.69
77672,China,2020,Polio,Cardiovascular,0.37,13.62,6.92,19-35,Male,294656,64.25,0.59,2.61,Surgery,32037.0,Yes,54.68,1339.0,3.09,16427.0,0.49,45.75
77673,Turkey,2010,Dengue,Autoimmune,5.67,12.09,4.42,19-35,Other,915673,65.94,2.81,0.64,Medication,32361.0,No,60.02,2800.0,0.35,85080.0,0.81,66.18
77677,Turkey,2001,Leprosy,Autoimmune,10.57,0.17,8.91,19-35,Female,176066,60.5,1.9,2.04,Surgery,47282.0,No,64.0,4956.0,5.1,55918.0,0.89,58.28
77678,Russia,2005,Tuberculosis,Infectious,15.93,5.19,0.91,19-35,Female,638944,54.51,2.92,2.79,Medication,32888.0,No,74.87,4277.0,0.12,92350.0,0.46,34.88
77680,Turkey,2014,HIV/AIDS,Autoimmune,3.05,6.06,0.95,0-18,Other,556101,87.23,1.56,8.68,Therapy,23141.0,No,51.08,4185.0,4.95,60648.0,0.67,76.68
77683,Saudi Arabia,2010,Influenza,Cardiovascular,10.44,4.46,2.27,0-18,Other,146529,57.99,3.04,7.43,Surgery,11871.0,No,81.78,2544.0,8.27,77522.0,0.45,81.42
77684,Turkey,2012,Measles,Cardiovascular,17.26,8.86,1.6,0-18,Female,284072,75.03,3.25,5.02,Therapy,43151.0,Yes,68.07,4318.0,6.44,42233.0,0.85,47.97
77692,Argentina,2020,Hypertension,Infectious,17.16,8.15,0.25,61+,Other,72277,97.94,1.7,9.14,Surgery,15466.0,No,71.53,2301.0,7.26,50471.0,0.6,77.04
77698,Saudi Arabia,2010,Tuberculosis,Genetic,4.86,6.45,2.52,61+,Male,766400,62.64,0.81,9.74,Therapy,32424.0,No,60.28,3842.0,1.1,90527.0,0.49,33.27
77708,Canada,2018,Hypertension,Neurological,0.47,1.48,9.58,0-18,Other,54582,65.4,0.51,2.8,Surgery,47617.0,Yes,97.73,4002.0,4.63,94437.0,0.41,65.24
77716,Mexico,2006,Hypertension,Respiratory,17.61,13.43,3.5,0-18,Other,548523,91.94,3.1,7.76,Medication,43127.0,Yes,77.91,3078.0,5.87,34243.0,0.86,51.53
77725,UK,2015,Hepatitis,Respiratory,3.04,2.26,5.64,36-60,Other,888545,57.46,4.11,8.96,Vaccination,18803.0,Yes,50.14,2331.0,8.0,12118.0,0.5,73.27
77732,Germany,2006,Asthma,Viral,7.88,6.35,5.17,36-60,Female,38649,74.96,3.21,2.64,Medication,14915.0,No,55.5,1982.0,7.8,96128.0,0.85,51.41
77737,Argentina,2024,Hypertension,Chronic,5.53,11.16,1.1,19-35,Female,694940,67.11,1.44,2.09,Medication,39513.0,Yes,94.8,701.0,2.79,38286.0,0.58,38.85
77746,UK,2013,Ebola,Cardiovascular,18.97,10.23,6.53,61+,Female,985875,57.16,1.12,0.98,Surgery,3639.0,No,72.18,2897.0,5.0,47966.0,0.82,30.32
77752,India,2014,Malaria,Metabolic,1.48,8.35,5.5,19-35,Other,392714,69.91,2.8,8.16,Vaccination,6909.0,No,75.95,976.0,4.42,86824.0,0.79,68.12
77753,South Africa,2018,Cancer,Autoimmune,3.1,6.65,2.61,61+,Female,660928,71.79,3.3,5.84,Therapy,34694.0,No,54.32,1880.0,6.13,14869.0,0.73,60.46
77757,Indonesia,2024,Hepatitis,Genetic,10.08,10.03,2.74,61+,Other,87922,66.81,0.93,3.62,Therapy,6217.0,No,90.54,2458.0,0.5,79283.0,0.65,30.73
77766,USA,2006,Ebola,Cardiovascular,4.2,8.85,4.95,19-35,Female,606800,71.1,2.92,9.87,Vaccination,10109.0,No,52.76,4070.0,7.22,24618.0,0.78,20.36
77767,Canada,2020,Diabetes,Autoimmune,19.75,13.95,4.81,19-35,Male,471864,96.99,4.94,5.0,Surgery,41525.0,No,63.55,2593.0,6.24,13342.0,0.41,30.98
77769,Canada,2018,Dengue,Infectious,4.06,9.61,1.47,19-35,Other,684647,76.38,0.91,5.62,Medication,33494.0,Yes,56.78,3371.0,5.61,4248.0,0.79,28.66
77788,Saudi Arabia,2004,Asthma,Bacterial,12.84,5.73,3.01,61+,Female,270681,86.05,4.83,7.31,Medication,27457.0,No,54.04,878.0,7.19,23825.0,0.76,75.73
77790,Nigeria,2021,Malaria,Parasitic,19.32,1.42,9.32,19-35,Female,380747,60.17,1.98,4.12,Therapy,31773.0,Yes,76.76,3308.0,2.09,68469.0,0.76,47.65
77792,Brazil,2023,Asthma,Neurological,2.9,6.58,7.5,61+,Male,727000,78.51,1.08,6.44,Vaccination,3464.0,Yes,88.54,2777.0,5.79,93348.0,0.84,61.58
77796,Canada,2021,Ebola,Chronic,13.66,2.22,7.27,61+,Male,706181,80.77,4.56,7.24,Medication,23868.0,No,61.12,1091.0,1.76,29498.0,0.85,27.86
77797,Russia,2018,Influenza,Cardiovascular,18.67,10.43,1.19,0-18,Female,223128,98.66,1.69,7.52,Vaccination,3651.0,Yes,88.76,2975.0,8.4,72983.0,0.86,53.8
77801,Saudi Arabia,2017,Ebola,Autoimmune,4.5,5.53,2.49,36-60,Male,466703,66.55,0.88,4.01,Therapy,42790.0,Yes,80.06,572.0,0.71,35570.0,0.56,59.91
77804,Mexico,2006,Malaria,Autoimmune,13.48,0.43,7.74,19-35,Other,335922,78.28,4.39,1.96,Vaccination,31362.0,No,51.29,1885.0,4.28,66703.0,0.59,56.2
77806,UK,2010,Asthma,Autoimmune,2.19,10.09,3.56,19-35,Other,228405,89.26,3.55,5.88,Medication,27691.0,Yes,91.08,2179.0,2.73,10409.0,0.57,88.08
77819,Australia,2005,Tuberculosis,Bacterial,0.97,11.87,9.86,0-18,Female,165587,81.32,1.12,5.01,Vaccination,19980.0,No,98.6,4951.0,4.41,87482.0,0.52,57.15
77824,Australia,2022,Diabetes,Viral,0.57,7.25,5.51,36-60,Other,215785,86.24,4.83,3.44,Vaccination,49599.0,No,50.17,4733.0,4.33,91985.0,0.46,88.18
77832,Italy,2008,Polio,Bacterial,0.54,12.18,1.48,36-60,Male,730734,60.06,3.96,4.64,Surgery,30056.0,Yes,83.59,2063.0,1.77,47224.0,0.8,75.97
77834,Argentina,2004,Malaria,Bacterial,4.59,14.9,5.89,36-60,Female,879928,91.86,4.91,6.12,Therapy,26175.0,No,94.11,1817.0,4.0,13231.0,0.45,29.2
77839,Italy,2021,Cancer,Neurological,8.87,5.17,4.49,36-60,Male,358572,67.23,3.29,7.33,Vaccination,21172.0,Yes,62.2,4683.0,1.25,86985.0,0.82,23.76
77867,India,2010,Measles,Cardiovascular,6.59,3.35,3.18,19-35,Male,685316,52.16,3.5,6.68,Medication,23888.0,Yes,64.99,67.0,9.89,92991.0,0.78,58.9
77869,India,2023,Ebola,Chronic,16.91,13.91,7.31,61+,Other,221713,91.72,1.59,7.3,Therapy,29199.0,Yes,97.25,1043.0,1.88,83444.0,0.71,67.38
77872,South Africa,2016,Rabies,Autoimmune,4.22,4.79,6.23,0-18,Female,11311,93.14,0.9,4.54,Vaccination,46648.0,Yes,90.89,2481.0,0.81,23251.0,0.66,41.05
77874,Turkey,2012,Hepatitis,Viral,12.16,10.79,0.15,19-35,Other,38668,78.96,4.27,5.17,Surgery,36157.0,No,56.14,4577.0,2.9,15410.0,0.84,76.38
77885,Argentina,2004,Malaria,Parasitic,14.82,12.06,2.58,0-18,Other,347617,55.52,3.77,6.34,Therapy,13480.0,Yes,63.0,2411.0,8.28,76563.0,0.85,47.43
77886,Australia,2007,Dengue,Genetic,14.6,14.88,0.76,61+,Female,463380,61.03,4.45,0.88,Medication,11650.0,No,94.17,3428.0,1.78,99771.0,0.49,72.24
77898,Turkey,2001,Alzheimer's Disease,Neurological,10.02,5.33,8.0,36-60,Male,861165,95.24,4.31,6.86,Medication,25329.0,Yes,80.08,2312.0,0.72,93479.0,0.69,24.04
77901,South Korea,2009,Malaria,Viral,10.5,13.13,7.8,61+,Other,155436,67.56,4.75,4.51,Vaccination,42006.0,No,82.6,900.0,7.18,16538.0,0.55,86.92
77902,Japan,2003,Asthma,Bacterial,7.51,12.41,1.92,61+,Male,401238,57.88,3.79,5.54,Medication,4385.0,Yes,90.96,4160.0,3.91,87200.0,0.65,64.88
77911,USA,2019,COVID-19,Viral,8.28,12.72,3.04,19-35,Male,528428,61.24,3.5,2.86,Medication,27341.0,Yes,65.59,3704.0,0.7,33332.0,0.63,48.37
77912,Italy,2000,Cholera,Chronic,3.17,8.87,3.49,61+,Other,571020,98.86,1.43,1.42,Medication,4159.0,No,60.67,923.0,3.96,60702.0,0.49,77.67
77913,China,2020,Alzheimer's Disease,Cardiovascular,11.75,2.37,9.98,36-60,Female,480403,71.3,4.92,5.58,Surgery,41708.0,Yes,81.86,1529.0,4.9,92521.0,0.8,38.04
77915,Japan,2006,Tuberculosis,Metabolic,14.21,1.45,3.61,19-35,Female,876153,52.98,4.86,2.06,Surgery,49204.0,Yes,69.08,2701.0,1.26,62586.0,0.58,69.79
77924,Brazil,2013,Diabetes,Cardiovascular,18.47,14.06,7.72,19-35,Male,124349,71.24,3.81,3.42,Surgery,33180.0,No,87.14,105.0,1.99,93860.0,0.87,50.22
77925,Australia,2019,Polio,Cardiovascular,13.14,0.12,6.36,0-18,Other,965469,52.72,4.08,2.08,Vaccination,40633.0,Yes,82.65,3711.0,1.44,92164.0,0.81,35.63
77926,Brazil,2010,Hepatitis,Parasitic,14.49,1.04,5.4,0-18,Other,84734,61.49,4.72,2.94,Medication,43250.0,No,60.81,2638.0,5.94,28287.0,0.74,81.18
